id,district,year,treat,soda
318,"City Hall",2022,0,517.4763
318,"City Hall",2023,0,538.055
318,"City Hall",2024,0,502.6273
318,"City Hall",2025,0,510.4136
319,"City Hall",2021,0,492.2764
319,"City Hall",2022,0,536.6287
319,"City Hall",2023,0,561.2376
319,"City Hall",2024,0,515.5311
319,"City Hall",2025,0,523.9474
320,"City Hall",2021,0,526.8846
320,"City Hall",2022,0,516.1211
320,"City Hall",2023,0,515.4627
320,"City Hall",2024,0,521.8375
320,"City Hall",2025,0,502.2809
321,"City Hall",2021,0,523.5364
321,"City Hall",2022,0,575.0051
321,"City Hall",2023,0,507.3348
321,"City Hall",2024,0,514.55
321,"City Hall",2025,0,488.9552
322,"City Hall",2021,0,449.9326
322,"City Hall",2022,0,512.2773
322,"City Hall",2023,0,527.2257
322,"City Hall",2024,0,515.253
322,"City Hall",2025,0,554.0182
323,"City Hall",2021,0,472.6893
323,"City Hall",2022,0,514.7722
323,"City Hall",2023,0,532.8248
323,"City Hall",2024,0,520.286
323,"City Hall",2025,0,526.2692
324,"City Hall",2021,0,508.464
324,"City Hall",2022,0,475.6402
324,"City Hall",2023,0,570.4559
324,"City Hall",2024,0,515.7246
324,"City Hall",2025,0,490.1878
325,"City Hall",2021,0,492.6156
325,"City Hall",2022,0,534.0549
325,"City Hall",2023,0,526.1377
325,"City Hall",2024,0,541.5127
325,"City Hall",2025,0,545.1186
326,"City Hall",2021,0,522.1695
326,"City Hall",2022,0,512.3714
326,"City Hall",2023,0,532.2802
326,"City Hall",2024,0,507.5984
326,"City Hall",2025,0,495.1378
327,"City Hall",2021,0,495.0736
327,"City Hall",2022,0,515.5978
327,"City Hall",2023,0,553.071
327,"City Hall",2024,0,559.7728
327,"City Hall",2025,0,541.6744
328,"City Hall",2021,0,529.4041
328,"City Hall",2022,0,512.33
328,"City Hall",2023,0,487.8464
328,"City Hall",2024,0,511.0387
328,"City Hall",2025,0,542.2268
329,"City Hall",2021,0,506.2929
329,"City Hall",2022,0,514.5619
329,"City Hall",2023,0,525.2536
329,"City Hall",2024,0,492.7047
329,"City Hall",2025,0,513.8767
330,"City Hall",2021,0,478.4814
330,"City Hall",2022,0,553.4095
330,"City Hall",2023,0,508.8205
330,"City Hall",2024,0,493.7714
330,"City Hall",2025,0,538.6094
331,"City Hall",2021,0,490.8242
331,"City Hall",2022,0,478.3908
331,"City Hall",2023,0,526.7582
331,"City Hall",2024,0,536.6077
331,"City Hall",2025,0,560.7429
332,"City Hall",2021,0,500.8671
332,"City Hall",2022,0,523.5063
332,"City Hall",2023,0,531.3906
332,"City Hall",2024,0,521.0539
332,"City Hall",2025,0,556.2899
333,"City Hall",2021,0,528.9189
333,"City Hall",2022,0,534.4869
333,"City Hall",2023,0,529.1074
333,"City Hall",2024,0,497.1534
333,"City Hall",2025,0,548.4749
334,"City Hall",2021,0,481.3256
334,"City Hall",2022,0,544.2642
334,"City Hall",2023,0,493.7341
334,"City Hall",2024,0,555.634
334,"City Hall",2025,0,517.9732
335,"City Hall",2021,0,516.5846
335,"City Hall",2022,0,508.7255
335,"City Hall",2023,0,504.7585
335,"City Hall",2024,0,561.375
335,"City Hall",2025,0,549.0032
336,"City Hall",2021,0,548.1264
336,"City Hall",2022,0,537.8058
336,"City Hall",2023,0,509.2507
336,"City Hall",2024,0,481.9343
336,"City Hall",2025,0,529.3698
337,"City Hall",2021,0,480.4307
337,"City Hall",2022,0,475.5888
337,"City Hall",2023,0,487.1222
337,"City Hall",2024,0,530.729
337,"City Hall",2025,0,537.7549
338,"City Hall",2021,0,474.5291
338,"City Hall",2022,0,538.4719
338,"City Hall",2023,0,556.731
338,"City Hall",2024,0,508.2657
338,"City Hall",2025,0,526.2397
339,"City Hall",2021,0,511.9846
339,"City Hall",2022,0,506.7971
339,"City Hall",2023,0,552.6629
339,"City Hall",2024,0,541.6597
339,"City Hall",2025,0,530.0402
340,"City Hall",2021,0,481.794
340,"City Hall",2022,0,505.8464
340,"City Hall",2023,0,479.7337
340,"City Hall",2024,0,526.6484
340,"City Hall",2025,0,515.3805
341,"City Hall",2021,0,459.2827
341,"City Hall",2022,0,505.5193
341,"City Hall",2023,0,479.6768
341,"City Hall",2024,0,507.0482
341,"City Hall",2025,0,525.3273
342,"City Hall",2021,0,518.4061
342,"City Hall",2022,0,555.8522
342,"City Hall",2023,0,520.6285
342,"City Hall",2024,0,541.927
342,"City Hall",2025,0,530.0906
343,"City Hall",2021,0,525.6019
343,"City Hall",2022,0,488.8991
343,"City Hall",2023,0,541.175
343,"City Hall",2024,0,523.1967
343,"City Hall",2025,0,492.7477
344,"City Hall",2021,0,517.6432
344,"City Hall",2022,0,538.468
344,"City Hall",2023,0,543.6912
344,"City Hall",2024,0,503.1523
344,"City Hall",2025,0,568.2356
345,"City Hall",2021,0,529.9919
345,"City Hall",2022,0,538.6998
345,"City Hall",2023,0,520.4357
345,"City Hall",2024,0,576.1614
345,"City Hall",2025,0,522.9541
346,"City Hall",2021,0,470.38
346,"City Hall",2022,0,512.061
346,"City Hall",2023,0,517.3002
346,"City Hall",2024,0,559.267
346,"City Hall",2025,0,485.2575
347,"City Hall",2021,0,497.8271
347,"City Hall",2022,0,517.4967
347,"City Hall",2023,0,500.8691
347,"City Hall",2024,0,521.5313
347,"City Hall",2025,0,540.908
348,"City Hall",2021,0,538.4077
348,"City Hall",2022,0,490.5514
348,"City Hall",2023,0,521.9598
348,"City Hall",2024,0,520.6891
348,"City Hall",2025,0,528.1143
349,"City Hall",2021,0,508.8547
349,"City Hall",2022,0,531.4728
349,"City Hall",2023,0,555.3224
349,"City Hall",2024,0,565.4048
349,"City Hall",2025,0,537.5107
350,"City Hall",2021,0,535.422
350,"City Hall",2022,0,535.1583
350,"City Hall",2023,0,525.9332
350,"City Hall",2024,0,490.9849
350,"City Hall",2025,0,530.8922
351,"City Hall",2021,0,553.9069
351,"City Hall",2022,0,542.1684
351,"City Hall",2023,0,505.5392
351,"City Hall",2024,0,545.7765
351,"City Hall",2025,0,518.7242
352,"City Hall",2021,0,516.7885
352,"City Hall",2022,0,525.1736
352,"City Hall",2023,0,524.8365
352,"City Hall",2024,0,520.433
352,"City Hall",2025,0,541.9553
353,"City Hall",2021,0,556.8684
353,"City Hall",2022,0,453.1879
353,"City Hall",2023,0,518.228
353,"City Hall",2024,0,523.9553
353,"City Hall",2025,0,510.4307
354,"City Hall",2021,0,522.6619
354,"City Hall",2022,0,513.8519
354,"City Hall",2023,0,524.3841
354,"City Hall",2024,0,537.2588
354,"City Hall",2025,0,580.3709
355,"City Hall",2021,0,525.5366
355,"City Hall",2022,0,543.8213
355,"City Hall",2023,0,499.4661
355,"City Hall",2024,0,561.5955
355,"City Hall",2025,0,486.3935
356,"City Hall",2021,0,468.6764
356,"City Hall",2022,0,546.2562
356,"City Hall",2023,0,522.7495
356,"City Hall",2024,0,521.1238
356,"City Hall",2025,0,540.5708
357,"City Hall",2021,0,495.1374
357,"City Hall",2022,0,511.7615
357,"City Hall",2023,0,557.1413
357,"City Hall",2024,0,527.782
357,"City Hall",2025,0,525.704
358,"City Hall",2021,0,506.0094
358,"City Hall",2022,0,530.1776
358,"City Hall",2023,0,495.9853
358,"City Hall",2024,0,510.5987
358,"City Hall",2025,0,492.1059
359,"City Hall",2021,0,526.6895
359,"City Hall",2022,0,534.1979
359,"City Hall",2023,0,485.3908
359,"City Hall",2024,0,534.3204
359,"City Hall",2025,0,546.5717
360,"City Hall",2021,0,523.1436
360,"City Hall",2022,0,501.0287
360,"City Hall",2023,0,544.5789
360,"City Hall",2024,0,547.1274
360,"City Hall",2025,0,506.6107
361,"City Hall",2021,0,535.7084
361,"City Hall",2022,0,516.2736
361,"City Hall",2023,0,543.8507
361,"City Hall",2024,0,510.0226
361,"City Hall",2025,0,523.9799
362,"City Hall",2021,0,509.6995
362,"City Hall",2022,0,514.2969
362,"City Hall",2023,0,510.0115
362,"City Hall",2024,0,472.8534
362,"City Hall",2025,0,493.1403
363,"City Hall",2021,0,510.2081
363,"City Hall",2022,0,527.9938
363,"City Hall",2023,0,527.1097
363,"City Hall",2024,0,538.9512
363,"City Hall",2025,0,475.6625
364,"City Hall",2021,0,498.3094
364,"City Hall",2022,0,531.7242
364,"City Hall",2023,0,537.2875
364,"City Hall",2024,0,527.1772
364,"City Hall",2025,0,564.4246
365,"City Hall",2021,0,510.5755
365,"City Hall",2022,0,514.0705
365,"City Hall",2023,0,492.1555
365,"City Hall",2024,0,523.3636
365,"City Hall",2025,0,510.4699
366,"City Hall",2021,0,529.8334
366,"City Hall",2022,0,515.6707
366,"City Hall",2023,0,505.9927
366,"City Hall",2024,0,557.235
366,"City Hall",2025,0,521.9184
367,"City Hall",2021,0,563.5855
367,"City Hall",2022,0,508.3057
367,"City Hall",2023,0,486.8011
367,"City Hall",2024,0,537.572
367,"City Hall",2025,0,577.3861
368,"City Hall",2021,0,496.6253
368,"City Hall",2022,0,522.6143
368,"City Hall",2023,0,548.3886
368,"City Hall",2024,0,538.7524
368,"City Hall",2025,0,546.5701
369,"City Hall",2021,0,473.6628
369,"City Hall",2022,0,461.7633
369,"City Hall",2023,0,506.729
369,"City Hall",2024,0,493.422
369,"City Hall",2025,0,569.337
370,"City Hall",2021,0,535.4555
370,"City Hall",2022,0,487.0685
370,"City Hall",2023,0,502.5269
370,"City Hall",2024,0,535.6395
370,"City Hall",2025,0,483.2138
371,"City Hall",2021,0,484.425
371,"City Hall",2022,0,521.4928
371,"City Hall",2023,0,498.8629
371,"City Hall",2024,0,542.6669
371,"City Hall",2025,0,570.3183
372,"City Hall",2021,0,523.9191
372,"City Hall",2022,0,479.0475
372,"City Hall",2023,0,466.7621
372,"City Hall",2024,0,482.0032
372,"City Hall",2025,0,545.3739
373,"City Hall",2021,0,548.7811
373,"City Hall",2022,0,534.068
373,"City Hall",2023,0,571.1605
373,"City Hall",2024,0,541.6008
373,"City Hall",2025,0,518.4871
374,"City Hall",2021,0,537.6179
374,"City Hall",2022,0,466.1304
374,"City Hall",2023,0,529.3753
374,"City Hall",2024,0,524.8965
374,"City Hall",2025,0,550.4105
375,"City Hall",2021,0,494.3496
375,"City Hall",2022,0,536.109
375,"City Hall",2023,0,541.9849
375,"City Hall",2024,0,501.1151
375,"City Hall",2025,0,529.6121
376,"City Hall",2021,0,499.6071
376,"City Hall",2022,0,498.5814
376,"City Hall",2023,0,481.352
376,"City Hall",2024,0,489.958
376,"City Hall",2025,0,535.1617
377,"City Hall",2021,0,518.42
377,"City Hall",2022,0,522.8604
377,"City Hall",2023,0,543.335
377,"City Hall",2024,0,499.0807
377,"City Hall",2025,0,522.441
378,"City Hall",2021,0,574.6711
378,"City Hall",2022,0,494.6437
378,"City Hall",2023,0,544.2474
378,"City Hall",2024,0,490.0624
378,"City Hall",2025,0,520.8371
379,"City Hall",2021,0,493.4547
379,"City Hall",2022,0,512.4169
379,"City Hall",2023,0,505.2823
379,"City Hall",2024,0,491.0984
379,"City Hall",2025,0,515.3699
380,"City Hall",2021,0,473.3518
380,"City Hall",2022,0,542.3362
380,"City Hall",2023,0,537.0292
380,"City Hall",2024,0,557.1284
380,"City Hall",2025,0,503.5311
381,"City Hall",2021,0,555.5644
381,"City Hall",2022,0,474.7678
381,"City Hall",2023,0,490.5381
381,"City Hall",2024,0,503.4634
381,"City Hall",2025,0,550.9799
382,"City Hall",2021,0,516.1564
382,"City Hall",2022,0,529.4354
382,"City Hall",2023,0,516.1465
382,"City Hall",2024,0,530.348
382,"City Hall",2025,0,593.8678
383,"City Hall",2021,0,497.1256
383,"City Hall",2022,0,538.2717
383,"City Hall",2023,0,534.6324
383,"City Hall",2024,0,575.4343
383,"City Hall",2025,0,553.5337
384,"City Hall",2021,0,479.2956
384,"City Hall",2022,0,516.348
384,"City Hall",2023,0,546.857
384,"City Hall",2024,0,517.6116
384,"City Hall",2025,0,527.4818
385,"City Hall",2021,0,524.0071
385,"City Hall",2022,0,464.517
385,"City Hall",2023,0,537.5942
385,"City Hall",2024,0,535.5668
385,"City Hall",2025,0,491.0226
386,"City Hall",2021,0,475.2849
386,"City Hall",2022,0,543.053
386,"City Hall",2023,0,496.9349
386,"City Hall",2024,0,493.4227
386,"City Hall",2025,0,535.586
387,"City Hall",2021,0,501.1974
387,"City Hall",2022,0,517.2021
387,"City Hall",2023,0,475.3427
387,"City Hall",2024,0,533.1124
387,"City Hall",2025,0,559.6364
388,"City Hall",2021,0,516.1855
388,"City Hall",2022,0,556.823
388,"City Hall",2023,0,543.9019
388,"City Hall",2024,0,557.5638
388,"City Hall",2025,0,523.7813
389,"City Hall",2021,0,466.6703
389,"City Hall",2022,0,524.9986
389,"City Hall",2023,0,493.1963
389,"City Hall",2024,0,545.0853
389,"City Hall",2025,0,582.7548
390,"City Hall",2021,0,537.8655
390,"City Hall",2022,0,495.1823
390,"City Hall",2023,0,532.7928
390,"City Hall",2024,0,530.3428
390,"City Hall",2025,0,516.9246
391,"City Hall",2021,0,482.6609
391,"City Hall",2022,0,495.5904
391,"City Hall",2023,0,522.3947
391,"City Hall",2024,0,526.7517
391,"City Hall",2025,0,509.7604
392,"City Hall",2021,0,533.1505
392,"City Hall",2022,0,532.9012
392,"City Hall",2023,0,547.6827
392,"City Hall",2024,0,542.2783
392,"City Hall",2025,0,543.1671
393,"City Hall",2021,0,519.5599
393,"City Hall",2022,0,499.1335
393,"City Hall",2023,0,498.3254
393,"City Hall",2024,0,513.4526
393,"City Hall",2025,0,613.8851
394,"City Hall",2021,0,518.1392
394,"City Hall",2022,0,514.871
394,"City Hall",2023,0,529.2998
394,"City Hall",2024,0,543.2878
394,"City Hall",2025,0,515.8701
395,"City Hall",2021,0,508.6816
395,"City Hall",2022,0,502.6872
395,"City Hall",2023,0,541.8315
395,"City Hall",2024,0,556.7849
395,"City Hall",2025,0,511.0961
396,"City Hall",2021,0,519.7352
396,"City Hall",2022,0,490.6508
396,"City Hall",2023,0,505.3619
396,"City Hall",2024,0,507.8815
396,"City Hall",2025,0,555.2924
397,"City Hall",2021,0,540.3185
397,"City Hall",2022,0,544.9301
397,"City Hall",2023,0,528.3063
397,"City Hall",2024,0,499.8627
397,"City Hall",2025,0,525.232
398,"City Hall",2021,0,514.5313
398,"City Hall",2022,0,514.2371
398,"City Hall",2023,0,500.1902
398,"City Hall",2024,0,532.1222
398,"City Hall",2025,0,534.3829
399,"City Hall",2021,0,488.3871
399,"City Hall",2022,0,499.8291
399,"City Hall",2023,0,491.1713
399,"City Hall",2024,0,567.5598
399,"City Hall",2025,0,529.0381
400,"City Hall",2021,0,534.778
400,"City Hall",2022,0,520.6556
400,"City Hall",2023,0,530.6758
400,"City Hall",2024,0,524.2531
400,"City Hall",2025,0,505.4546
401,"City Hall",2021,0,511.9903
401,"City Hall",2022,0,480.6475
401,"City Hall",2023,0,495.3163
401,"City Hall",2024,0,508.8442
401,"City Hall",2025,0,538.624
402,"City Hall",2021,0,503.4029
402,"City Hall",2022,0,484.9361
402,"City Hall",2023,0,534.9802
402,"City Hall",2024,0,535.6471
402,"City Hall",2025,0,520.299
403,"City Hall",2021,0,532.9612
403,"City Hall",2022,0,523.5057
403,"City Hall",2023,0,468.2419
403,"City Hall",2024,0,541.7966
403,"City Hall",2025,0,520.9202
404,"City Hall",2021,0,482.0995
404,"City Hall",2022,0,487.5042
404,"City Hall",2023,0,534.9063
404,"City Hall",2024,0,487.1356
404,"City Hall",2025,0,514.6346
405,"City Hall",2021,0,485.4955
405,"City Hall",2022,0,522.9656
405,"City Hall",2023,0,576.0899
405,"City Hall",2024,0,526.3297
405,"City Hall",2025,0,554.0035
406,"City Hall",2021,0,542.9997
406,"City Hall",2022,0,541.3398
406,"City Hall",2023,0,532.1176
406,"City Hall",2024,0,558.7344
406,"City Hall",2025,0,570.5219
407,"City Hall",2021,0,501.3215
407,"City Hall",2022,0,551.365
407,"City Hall",2023,0,480.5323
407,"City Hall",2024,0,529.2975
407,"City Hall",2025,0,518.6607
408,"City Hall",2021,0,511.4612
408,"City Hall",2022,0,489.3067
408,"City Hall",2023,0,464.6693
408,"City Hall",2024,0,511.7256
408,"City Hall",2025,0,533.8899
409,"City Hall",2021,0,531.9752
409,"City Hall",2022,0,490.9752
409,"City Hall",2023,0,534.566
409,"City Hall",2024,0,503.3085
409,"City Hall",2025,0,572.4218
410,"City Hall",2021,0,492.5346
410,"City Hall",2022,0,511.5494
410,"City Hall",2023,0,516.5719
410,"City Hall",2024,0,510.6581
410,"City Hall",2025,0,489.3977
411,"City Hall",2021,0,521.8118
411,"City Hall",2022,0,492.1525
411,"City Hall",2023,0,550.4524
411,"City Hall",2024,0,510.5366
411,"City Hall",2025,0,571.7236
412,"City Hall",2021,0,463.4963
412,"City Hall",2022,0,542.5128
412,"City Hall",2023,0,490.3185
412,"City Hall",2024,0,519.6085
412,"City Hall",2025,0,567.7192
413,"City Hall",2021,0,473.3401
413,"City Hall",2022,0,519.6091
413,"City Hall",2023,0,501.7282
413,"City Hall",2024,0,503.5273
413,"City Hall",2025,0,537.0596
414,"City Hall",2021,0,498.4619
414,"City Hall",2022,0,532.8953
414,"City Hall",2023,0,505.2286
414,"City Hall",2024,0,562.1929
414,"City Hall",2025,0,451.5706
415,"City Hall",2021,0,516.7017
415,"City Hall",2022,0,542.3278
415,"City Hall",2023,0,536.7229
415,"City Hall",2024,0,517.2432
415,"City Hall",2025,0,556.4897
416,"City Hall",2021,0,527.1868
416,"City Hall",2022,0,507.7166
416,"City Hall",2023,0,521.8188
416,"City Hall",2024,0,545.0664
416,"City Hall",2025,0,536.402
417,"City Hall",2021,0,499.2842
417,"City Hall",2022,0,467.4173
417,"City Hall",2023,0,513.7396
417,"City Hall",2024,0,535.6235
417,"City Hall",2025,0,503.4434
418,"City Hall",2021,0,491.5174
418,"City Hall",2022,0,516.0403
418,"City Hall",2023,0,502.389
418,"City Hall",2024,0,507.0865
418,"City Hall",2025,0,551.9316
419,"City Hall",2021,0,462.0737
419,"City Hall",2022,0,524.9869
419,"City Hall",2023,0,537.3362
419,"City Hall",2024,0,501.5
419,"City Hall",2025,0,527.9275
420,"City Hall",2021,0,509.9076
420,"City Hall",2022,0,495.7953
420,"City Hall",2023,0,543.0359
420,"City Hall",2024,0,521.5873
420,"City Hall",2025,0,539.2328
421,"City Hall",2021,0,554.7541
421,"City Hall",2022,0,526.9136
421,"City Hall",2023,0,541.3206
421,"City Hall",2024,0,497.6664
421,"City Hall",2025,0,505.523
422,"City Hall",2021,0,504.3248
422,"City Hall",2022,0,514.5648
422,"City Hall",2023,0,482.6968
422,"City Hall",2024,0,495.4089
422,"City Hall",2025,0,534.2966
423,"City Hall",2021,0,497.0159
423,"City Hall",2022,0,520.4203
423,"City Hall",2023,0,534.2621
423,"City Hall",2024,0,487.431
423,"City Hall",2025,0,546.0338
424,"City Hall",2021,0,502.5496
424,"City Hall",2022,0,549.1318
424,"City Hall",2023,0,489.5664
424,"City Hall",2024,0,507.8422
424,"City Hall",2025,0,491.8706
425,"City Hall",2021,0,535.0322
425,"City Hall",2022,0,503.1766
425,"City Hall",2023,0,488.1168
425,"City Hall",2024,0,488.7965
425,"City Hall",2025,0,546.9799
426,"City Hall",2021,0,511.474
426,"City Hall",2022,0,494.1013
426,"City Hall",2023,0,477.4206
426,"City Hall",2024,0,544.9014
426,"City Hall",2025,0,546.1807
427,"City Hall",2021,0,565.8566
427,"City Hall",2022,0,512.7422
427,"City Hall",2023,0,498.6522
427,"City Hall",2024,0,542.1268
427,"City Hall",2025,0,523.6426
428,"City Hall",2021,0,525.4975
428,"City Hall",2022,0,534.5223
428,"City Hall",2023,0,542.6275
428,"City Hall",2024,0,506.6782
428,"City Hall",2025,0,492.9762
429,"City Hall",2021,0,523.932
429,"City Hall",2022,0,510.2732
429,"City Hall",2023,0,518.9973
429,"City Hall",2024,0,560.1443
429,"City Hall",2025,0,532.8195
430,"City Hall",2021,0,506.4867
430,"City Hall",2022,0,535.3954
430,"City Hall",2023,0,510.8553
430,"City Hall",2024,0,526.3337
430,"City Hall",2025,0,537.3544
431,"City Hall",2021,0,514.4367
431,"City Hall",2022,0,522.9315
431,"City Hall",2023,0,485.9207
431,"City Hall",2024,0,535.9489
431,"City Hall",2025,0,586.9503
432,"City Hall",2021,0,522.038
432,"City Hall",2022,0,528.9749
432,"City Hall",2023,0,521.6412
432,"City Hall",2024,0,533.6055
432,"City Hall",2025,0,545.4958
433,"City Hall",2021,0,499.2212
433,"City Hall",2022,0,510.7763
433,"City Hall",2023,0,481.2323
433,"City Hall",2024,0,527.2329
433,"City Hall",2025,0,520.66
434,"City Hall",2021,0,504.8497
434,"City Hall",2022,0,546.8113
434,"City Hall",2023,0,544.7547
434,"City Hall",2024,0,483.6325
434,"City Hall",2025,0,533.905
435,"City Hall",2021,0,532.3607
435,"City Hall",2022,0,512.6707
435,"City Hall",2023,0,530.9849
435,"City Hall",2024,0,491.1015
435,"City Hall",2025,0,531.2408
436,"City Hall",2021,0,501.3726
436,"City Hall",2022,0,476.2021
436,"City Hall",2023,0,508.5863
436,"City Hall",2024,0,507.0868
436,"City Hall",2025,0,499.4955
437,"City Hall",2021,0,508.5552
437,"City Hall",2022,0,513.0358
437,"City Hall",2023,0,521.1176
437,"City Hall",2024,0,555.3136
437,"City Hall",2025,0,507.401
438,"City Hall",2021,0,519.3661
438,"City Hall",2022,0,529.0466
438,"City Hall",2023,0,524.7356
438,"City Hall",2024,0,527.8008
438,"City Hall",2025,0,519.2104
439,"City Hall",2021,0,494.8949
439,"City Hall",2022,0,546.2363
439,"City Hall",2023,0,539.1512
439,"City Hall",2024,0,559.0193
439,"City Hall",2025,0,555.3193
440,"City Hall",2021,0,457.7127
440,"City Hall",2022,0,518.1522
440,"City Hall",2023,0,548.8961
440,"City Hall",2024,0,503.7771
440,"City Hall",2025,0,541.2588
441,"City Hall",2021,0,515.7407
441,"City Hall",2022,0,507.2245
441,"City Hall",2023,0,558.6559
441,"City Hall",2024,0,542.8447
441,"City Hall",2025,0,539.3709
442,"City Hall",2021,0,524.5518
442,"City Hall",2022,0,502.2349
442,"City Hall",2023,0,522.1044
442,"City Hall",2024,0,513.1306
442,"City Hall",2025,0,529.3893
443,"City Hall",2021,0,490.0892
443,"City Hall",2022,0,456.4326
443,"City Hall",2023,0,523.2573
443,"City Hall",2024,0,569.5162
443,"City Hall",2025,0,507.8662
444,"City Hall",2021,0,550.3644
444,"City Hall",2022,0,479.8607
444,"City Hall",2023,0,514.0566
444,"City Hall",2024,0,533.7824
444,"City Hall",2025,0,515.175
445,"City Hall",2021,0,511.9577
445,"City Hall",2022,0,519.0969
445,"City Hall",2023,0,526.1249
445,"City Hall",2024,0,512.1306
445,"City Hall",2025,0,518.8846
446,"City Hall",2021,0,481.1707
446,"City Hall",2022,0,494.3864
446,"City Hall",2023,0,554.5528
446,"City Hall",2024,0,537.5235
446,"City Hall",2025,0,533.6232
447,"City Hall",2021,0,464.2574
447,"City Hall",2022,0,500.3649
447,"City Hall",2023,0,519.4698
447,"City Hall",2024,0,522.5788
447,"City Hall",2025,0,527.9639
448,"City Hall",2021,0,522.7081
448,"City Hall",2022,0,551.0908
448,"City Hall",2023,0,539.5862
448,"City Hall",2024,0,540.4901
448,"City Hall",2025,0,508.5003
449,"City Hall",2021,0,542.2175
449,"City Hall",2022,0,512.0884
449,"City Hall",2023,0,530.8293
449,"City Hall",2024,0,498.3136
449,"City Hall",2025,0,509.2989
450,"City Hall",2021,0,515.3474
450,"City Hall",2022,0,477.3946
450,"City Hall",2023,0,575.2556
450,"City Hall",2024,0,496.2686
450,"City Hall",2025,0,504.2955
451,"City Hall",2021,0,546.0093
451,"City Hall",2022,0,535.2716
451,"City Hall",2023,0,521.0707
451,"City Hall",2024,0,549.3323
451,"City Hall",2025,0,520.7911
452,"City Hall",2021,0,484.3221
452,"City Hall",2022,0,537.5721
452,"City Hall",2023,0,536.9413
452,"City Hall",2024,0,525.3248
452,"City Hall",2025,0,533.0233
453,"City Hall",2021,0,495.6724
453,"City Hall",2022,0,542.1452
453,"City Hall",2023,0,487.6692
453,"City Hall",2024,0,500.0414
453,"City Hall",2025,0,546.8143
454,"City Hall",2021,0,490.2683
454,"City Hall",2022,0,527.1537
454,"City Hall",2023,0,515.6239
454,"City Hall",2024,0,505.4545
454,"City Hall",2025,0,506.8813
455,"City Hall",2021,0,491.3538
455,"City Hall",2022,0,570.5084
455,"City Hall",2023,0,495.9958
455,"City Hall",2024,0,529.8765
455,"City Hall",2025,0,540.3287
456,"City Hall",2021,0,470.9726
456,"City Hall",2022,0,508.9408
456,"City Hall",2023,0,492.4023
456,"City Hall",2024,0,513.7396
456,"City Hall",2025,0,521.039
457,"City Hall",2021,0,522.1978
457,"City Hall",2022,0,486.5538
457,"City Hall",2023,0,559.65
457,"City Hall",2024,0,501.8764
457,"City Hall",2025,0,552.387
458,"City Hall",2021,0,535.5509
458,"City Hall",2022,0,511.7284
458,"City Hall",2023,0,556.344
458,"City Hall",2024,0,511.4706
458,"City Hall",2025,0,546.7507
459,"City Hall",2021,0,522.5782
459,"City Hall",2022,0,580.7264
459,"City Hall",2023,0,500.752
459,"City Hall",2024,0,525.9149
459,"City Hall",2025,0,571.7913
460,"City Hall",2021,0,497.0911
460,"City Hall",2022,0,499.8979
460,"City Hall",2023,0,516.0427
460,"City Hall",2024,0,528.6598
460,"City Hall",2025,0,495.1488
461,"City Hall",2021,0,529.4401
461,"City Hall",2022,0,511.6915
461,"City Hall",2023,0,547.8765
461,"City Hall",2024,0,539.7156
461,"City Hall",2025,0,528.3082
462,"City Hall",2021,0,497.2173
462,"City Hall",2022,0,489.4265
462,"City Hall",2023,0,554.8149
462,"City Hall",2024,0,527.6335
462,"City Hall",2025,0,512.1978
463,"City Hall",2021,0,480.6913
463,"City Hall",2022,0,508.6495
463,"City Hall",2023,0,533.2538
463,"City Hall",2024,0,533.9583
463,"City Hall",2025,0,548.0648
464,"City Hall",2021,0,470.3256
464,"City Hall",2022,0,498.8804
464,"City Hall",2023,0,484.0375
464,"City Hall",2024,0,555.3728
464,"City Hall",2025,0,499.64
465,"City Hall",2021,0,492.3106
465,"City Hall",2022,0,480.8972
465,"City Hall",2023,0,551.3203
465,"City Hall",2024,0,541.5952
465,"City Hall",2025,0,543.8284
466,"City Hall",2021,0,543.1452
466,"City Hall",2022,0,507.245
466,"City Hall",2023,0,539.9606
466,"City Hall",2024,0,535.9729
466,"City Hall",2025,0,546.0834
467,"City Hall",2021,0,503.5629
467,"City Hall",2022,0,473.4192
467,"City Hall",2023,0,510.2521
467,"City Hall",2024,0,587.9198
467,"City Hall",2025,0,534.8354
468,"City Hall",2021,0,493.5733
468,"City Hall",2022,0,500.979
468,"City Hall",2023,0,569.4184
468,"City Hall",2024,0,571.5366
468,"City Hall",2025,0,564.1086
469,"City Hall",2021,0,533.6513
469,"City Hall",2022,0,495.4623
469,"City Hall",2023,0,519.6285
469,"City Hall",2024,0,478.3262
469,"City Hall",2025,0,540.0785
470,"City Hall",2021,0,540.6107
470,"City Hall",2022,0,546.7153
470,"City Hall",2023,0,509.8605
470,"City Hall",2024,0,562.0395
470,"City Hall",2025,0,545.499
471,"City Hall",2021,0,537.5892
471,"City Hall",2022,0,518.6727
471,"City Hall",2023,0,505.7717
471,"City Hall",2024,0,566.3582
471,"City Hall",2025,0,530.3401
472,"City Hall",2021,0,502.2324
472,"City Hall",2022,0,507.4197
472,"City Hall",2023,0,521.6866
472,"City Hall",2024,0,537.3262
472,"City Hall",2025,0,519.2068
473,"City Hall",2021,0,517.7158
473,"City Hall",2022,0,520.2338
473,"City Hall",2023,0,509.7312
473,"City Hall",2024,0,489.6214
473,"City Hall",2025,0,537.2449
474,"City Hall",2021,0,507.7637
474,"City Hall",2022,0,517.7255
